insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (1, null, '31/08/1992', 'Pip', 'Vaines', 91508);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (56, 2 , '13/12/2013', 'Moses', 'Broster', 127462);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (57, 37 , '01/10/2016', 'Herrick', 'Gerram', 71116);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (58, 45 , '07/01/2015', 'Padget', 'Hewkin', 124881);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (59, 28 , '22/07/1991', 'Bili', 'Cordes', 188712);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (60, 1 , '04/10/1990', 'Giorgia', 'Robelin', 155585);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (61, 43 , '07/05/1997', 'Mitchell', 'Codman', 198859);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (62, 29 , '26/06/2009', 'Fernanda', 'Lowbridge', 107831);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (63, 32 , '27/05/1995', 'Bret', 'Sivior', 85008);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (64, 16 , '14/01/2003', 'Lyda', 'Muston', 109107);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (65, 23 , '06/07/1997', 'Garvin', 'Coulter', 166480);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (66, 24 , '30/12/1995', 'Shane', 'Najara', 116334);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (67, 9 , '12/09/2000', 'Noellyn', 'Rouff', 148113);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (68, 30 , '20/12/2013', 'Trish', 'Cork', 109299);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (69, 38 , '27/10/2006', 'Darcy', 'Kaasmann', 107399);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (70, 16 , '20/03/2012', 'Glory', 'Orknay', 108696);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (71, 42 , '11/11/1991', 'Mallory', 'Thomel', 83281);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (72, 12 , '14/01/2005', 'Monti', 'Pellett', 182976);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (73, 5 , '05/09/1990', 'Antoinette', 'Farens', 191990);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (74, 26 , '22/12/2011', 'Gareth', 'Jaggers', 130298);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (75, 31 , '01/09/1996', 'Ashia', 'Coldbreath', 157762);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (76, 16 , '25/02/2016', 'Alaster', 'Walliker', 177478);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (77, 26 , '02/02/2014', 'Gery', 'Bearn', 166806);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (78, 25 , '08/09/2014', 'Liv', 'Rowbrey', 106483);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (79, 19 , '27/08/2016', 'Conrade', 'Sybbe', 155627);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (80, 37 , '06/09/2016', 'Helaine', 'Merrin', 111771);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (81, 6 , '23/04/1998', 'Karina', 'Hargraves', 144639);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (82, 29 , '15/04/2004', 'Shae', 'McAlpine', 142527);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (83, 46 , '24/08/2006', 'Tamara', 'Pagen', 142980);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (84, 3 , '16/11/2003', 'Bethanne', 'FitzAlan', 75530);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (85, 28 , '23/02/2015', 'Cazzie', 'Leworthy', 162838);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (86, 22 , '06/11/2009', 'Kalila', 'Waslin', 91076);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (87, 28 , '03/12/1992', 'Sollie', 'Shrimpton', 192392);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (88, 6 , '10/09/2007', 'Brion', 'Linforth', 102737);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (89, 15 , '29/04/2009', 'Lizzy', 'Bagnell', 120690);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (90, 9 , '20/03/1997', 'Claretta', 'Raffles', 104741);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (91, 10 , '17/05/2011', 'Conrad', 'Tivnan', 111243);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (92, 30 , '29/11/2017', 'Maurizia', 'Sabie', 153475);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (93, 29 , '21/01/2017', 'Hertha', 'McGilvray', 173823);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (94, 29 , '08/12/1997', 'Matt', 'Cosin', 183905);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (95, 11 , '29/05/2015', 'Kayle', 'Fforde', 76782);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (96, 3 , '27/05/2006', 'Onida', 'Rupp', 88512);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (97, 2 , '17/06/1999', 'Vaughan', 'Beardsley', 146311);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (98, 12 , '10/04/2014', 'Jacinthe', 'Corck', 106384);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (99, 45 , '12/08/1996', 'Edgard', 'Lyle', 132473);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (100, 41 , '14/01/2016', 'Quintilla', 'Gerdes', 104832);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (101, 38 , '28/11/2010', 'Angele', 'Schubert', 130293);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (102, 4 , '23/09/1999', 'Ariadne', 'Pochet', 158169);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (103, 29 , '08/04/1992', 'Fayina', 'Cecchi', 70856);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (104, 29 , '06/08/2004', 'Missy', 'Pottes', 176828);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (105, 16 , '23/05/2003', 'Fania', 'Boleyn', 172994);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (106, 35 , '15/07/1995', 'Carrissa', 'Emms', 116505);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (107, 43 , '06/05/2003', 'Jerry', 'Withey', 167124);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (108, 35 , '04/09/2010', 'Gert', 'Matton', 96152);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (109, 14 , '09/08/2005', 'Yorgos', 'Sheer', 125490);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (110, 50 , '19/01/2004', 'Paxon', 'Retter', 181368);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (111, 31 , '11/01/2016', 'Gilli', 'Beckles', 88434);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (112, 24 , '01/12/2008', 'Timothee', 'Beves', 110962);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (113, 15 , '19/07/1997', 'Jocelin', 'L''Hommeau', 100382);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (114, 35 , '20/03/2015', 'Laurens', 'Trulocke', 157679);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (115, 19 , '06/01/2003', 'Georgie', 'Edinborough', 92060);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (116, 43 , '12/08/1992', 'Peggi', 'Polak', 186769);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (117, 35 , '14/10/2007', 'Allison', 'Hickenbottom', 131430);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (118, 23 , '16/07/1991', 'Benjamin', 'Nimmo', 159066);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (119, 7 , '04/01/1997', 'Kelcy', 'Tookey', 182337);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (120, 30 , '04/06/2007', 'Nobie', 'Wistance', 178761);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (121, 29 , '17/11/2013', 'Tonnie', 'Luckey', 119814);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (122, 16 , '03/03/1997', 'Yorke', 'Creffield', 79385);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (123, 38 , '12/04/2008', 'Willy', 'Anniwell', 75728);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (124, 6 , '20/10/2010', 'Allianora', 'Skene', 131634);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (125, 13 , '28/05/2016', 'Reba', 'Thurling', 167575);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (126, 34 , '22/11/2014', 'Norbie', 'Gontier', 78169);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (127, 50 , '24/11/2000', 'Melinde', 'Baser', 182344);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (128, 8 , '29/08/1990', 'Marjy', 'Romaynes', 101869);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (129, 42 , '20/08/1992', 'Adena', 'Ruggen', 136527);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (130, 16 , '04/03/2018', 'Junina', 'Hyrons', 101239);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (131, 35 , '31/07/1991', 'Rory', 'Syratt', 117887);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (132, 12 , '08/03/2008', 'Burl', 'Clacson', 159241);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (133, 33 , '12/11/1990', 'Nichole', 'Carslake', 103552);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (134, 40 , '26/01/1998', 'Harp', 'Severwright', 189204);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (135, 6 , '03/08/2016', 'Christos', 'Dulake', 94669);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (136, 15 , '05/06/2005', 'Arlen', 'Kuzemka', 104775);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (137, 17 , '04/09/1993', 'Sergeant', 'Fullylove', 172279);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (138, 5 , '02/07/2001', 'Yalonda', 'Casiero', 122490);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (139, 34 , '14/05/2011', 'Edouard', 'Stroobant', 163320);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (140, 34 , '22/05/2007', 'Spense', 'Benneton', 101868);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (141, 22 , '02/01/2002', 'Eliza', 'Brazur', 146122);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (142, 48 , '24/01/2001', 'Robinson', 'Drewell', 115988);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (143, 2 , '23/01/1996', 'Gage', 'Shorto', 191455);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (144, 19 , '02/02/1999', 'Meghann', 'Oak', 183857);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (145, 11 , '25/11/1997', 'Guilbert', 'Darlaston', 81339);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (146, 6 , '13/07/1995', 'Julissa', 'Stapleton', 77313);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (147, 1 , '05/12/2011', 'Lezlie', 'Jocelyn', 179646);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (148, 36 , '14/12/1990', 'Oralla', 'Sharple', 73749);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (149, 22 , '15/08/2002', 'Maxine', 'Duckham', 131533);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (150, 49 , '05/04/1993', 'Courtney', 'Islip', 174805);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (151, 10 , '29/04/2017', 'Sibley', 'Pauleau', 83548);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (152, 27 , '10/02/2012', 'Marta', 'Vannar', 104243);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (153, 18 , '29/05/2011', 'Redford', 'Haycock', 79576);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (154, 23 , '08/03/2011', 'Adeline', 'Smoth', 80241);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (155, 36 , '18/07/2004', 'Susanne', 'Creigan', 147680);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (156, 9 , '25/07/2007', 'Dickie', 'Burton', 100430);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (157, 28 , '12/07/2007', 'Salvador', 'Maynell', 141831);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (158, 5 , '25/01/1997', 'Timoteo', 'Ivakhno', 163736);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (159, 41 , '15/12/1993', 'Emmeline', 'Scandrite', 130838);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (160, 42 , '06/10/1997', 'Adda', 'MacFall', 101858);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (161, 20 , '10/08/2006', 'Albert', 'Hoffman', 73216);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (162, 27 , '09/03/1995', 'Giana', 'Carlozzi', 71617);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (163, 42 , '27/11/2015', 'Alfonse', 'Dries', 151478);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (164, 13 , '16/12/2008', 'Electra', 'Brett', 105285);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (165, 31 , '30/01/2006', 'Salomon', 'Surmeir', 120489);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (166, 3 , '20/04/1993', 'Drusilla', 'Iacovelli', 91068);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (167, 37 , '31/08/2010', 'Edythe', 'Lukash', 196326);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (168, 25 , '20/04/2018', 'Charles', 'Dancy', 168639);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (169, 10 , '05/11/1990', 'Yankee', 'Vaadeland', 110759);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (170, 16 , '15/05/1996', 'Michal', 'Hedau', 119778);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (171, 34 , '15/05/2018', 'Laraine', 'Kalewe', 174171);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (172, 2 , '05/04/2014', 'Viviene', 'Duigan', 145842);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (173, 11 , '28/07/1992', 'Stanislas', 'Fayer', 122917);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (174, 28 , '07/04/2008', 'Anders', 'Lawie', 87422);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (175, 9 , '15/02/1998', 'Reba', 'Tiffin', 172533);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (176, 4 , '26/02/2008', 'Angel', 'Ransom', 163927);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (177, 31 , '23/03/1997', 'Derron', 'McQuaid', 105883);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (178, 49 , '15/09/2002', 'Read', 'Joanaud', 91919);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (179, 17 , '14/03/1996', 'Carolann', 'Jiroutka', 146905);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (180, 14 , '28/09/2010', 'Retha', 'Pennacci', 110316);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (181, 25 , '10/11/2004', 'Mike', 'Smullin', 78897);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (182, 23 , '03/09/2011', 'Elsworth', 'Fussey', 71559);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (183, 13 , '17/10/1996', 'Hyacinthia', 'Obee', 115089);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (184, 12 , '23/07/1999', 'Johnny', 'Pitkeathley', 113861);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (185, 41 , '05/09/2000', 'Joice', 'Reyne', 175749);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (186, 36 , '11/10/1997', 'Broderick', 'Darwood', 156873);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (187, 19 , '31/08/1993', 'Gwenette', 'Farish', 128293);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (188, 5 , '17/07/2006', 'Madelyn', 'Haylock', 96726);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (189, 33 , '02/05/2018', 'Bogart', 'Schild', 191422);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (190, 5 , '07/04/2017', 'Zach', 'Dukelow', 150692);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (191, 27 , '19/09/2013', 'Rafaela', 'Everton', 147385);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (192, 49 , '13/02/2005', 'Leigha', 'Moral', 114061);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (193, 20 , '13/03/1997', 'Alina', 'Janko', 122131);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (194, 5 , '14/09/1999', 'Monte', 'Shayler', 101326);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (195, 14 , '11/10/2017', 'Bondie', 'Chadbourne', 72870);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (196, 38 , '16/06/2012', 'Jonell', 'Waiton', 93031);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (197, 26 , '24/08/2003', 'Omar', 'Calver', 106970);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (198, 15 , '18/08/2002', 'Desiri', 'Stanex', 199672);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (199, 37 , '19/02/1997', 'Sibbie', 'Scholey', 170716);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (200, 49 , '01/10/1994', 'Drucill', 'Velte', 133981);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (201, 24 , '06/09/1994', 'Ebba', 'Imorts', 79649);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (202, 6 , '27/11/1999', 'Abeu', 'Klimus', 188689);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (203, 42 , '06/12/1993', 'Stephenie', 'Curzon', 145752);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (204, 3 , '10/04/1996', 'Hanny', 'Ecclestone', 181763);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (205, 11 , '02/05/2006', 'Angil', 'Hellmore', 126377);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (206, 40 , '02/09/2014', 'Tod', 'Moreno', 172791);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (207, 32 , '30/08/2010', 'Anni', 'Morant', 173006);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (208, 35 , '25/10/2007', 'Elmo', 'Laverock', 71325);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (209, 23 , '27/12/1992', 'Yurik', 'Seiter', 74225);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (210, 8 , '28/10/1995', 'Westley', 'Shucksmith', 102557);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (211, 42 , '29/08/2008', 'Rubi', 'Seneschal', 186763);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (212, 20 , '26/04/2016', 'Jesse', 'Merkel', 122767);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (213, 19 , '17/09/2008', 'Vassily', 'Boast', 138468);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (214, 40 , '05/07/2012', 'Rochester', 'Wesker', 169770);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (215, 50 , '22/11/2013', 'Adrienne', 'Straker', 154607);
insert into employees (id, manager_id, date_of_joining, name, last_name, salary) values (216, 43 , '26/03/2005', 'Johnette', 'Bloggett', 102445);
